time,stockid,StockID,StockName,date,price,open,close,high,low,vol,amount,cjbs,yclose,syl1,syl2,buy1,buy2,buy3,buy4,buy5,sale1,sale2,sale3,sale4,sale5,bc1,bc2,bc3,bc4,bc5,sc1,sc2,sc3,sc4,sc5,wb,lb,zmm,buy_vol,buy_amount,sale_vol,sale_amount,w_buy,w_sale,sectional_buy_vol,sectional_buy_amount,sectional_sale_vol,sectional_sale_amount,sectional_w_buy,sectional_w_sale,sectional_yclose,sectional_open,sectional_close,sectional_high,sectional_low,sectional_vol,sectional_amount,sectional_cjbs,sectional_wb
2018-06-11 09:15:00,<NIL>,SH600637,东方明珠,43262.3854166667,0,0,0,0,0,0,0,0,0,0,0,17.58,0,0,0,0,17.58,0,0,0,0,40200,0,0,0,0,40200,5900,0,0,0,0.872017353579176,0,0,0,0,0,0,40200,46100,0,0,0,0,40200,46100,17.23,17.31,0,0,0,0,0,0,0.872017353579176
2018-06-11 09:15:03,<NIL>,SH600637,东方明珠,43262.3854513889,0,0,0,0,0,0,0,0,0,0,0,17.51,0,0,0,0,17.51,0,0,0,0,40200,0,0,0,0,40200,700,0,0,0,0.982885085574572,0,0,0,0,0,0,40200,40900,0,0,0,0,80400,87000,17.23,17.31,0,0,0,0,0,0,0.924137931034483
2018-06-11 09:15:09,<NIL>,SH600637,东方明珠,43262.3855208333,0,0,0,0,0,0,0,0,0,0,0,17.51,0,0,0,0,17.51,0,0,0,0,40400,0,0,0,0,40400,1000,0,0,0,0.975845410628019,0,0,0,0,0,0,40400,41400,0,0,0,0,120800,128400,17.23,17.31,0,0,0,0,0,0,0.940809968847352
2018-06-11 09:15:18,<NIL>,SH600637,东方明珠,43262.385625,0,0,0,0,0,0,0,0,0,0,0,17.39,0,0,0,0,17.39,0,0,0,0,19400,100,0,0,0,19400,0,0,0,0,1.00515463917526,0,0,0,0,0,0,19500,19400,0,0,0,0,140300,147800,17.23,17.31,0,0,0,0,0,0,0.949255751014885
2018-06-11 09:15:21,<NIL>,SH600637,东方明珠,43262.3856597222,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,17.3,0,0,0,0,12500,10500,0,0,0,12500,0,0,0,0,1.84,0,0,0,0,0,0,23000,12500,0,0,0,0,163300,160300,17.23,17.31,0,0,0,0,0,0,1.0187149095446
2018-06-11 09:15:30,<NIL>,SH600637,东方明珠,43262.3857638889,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,17.3,0,0,0,0,12500,10400,0,0,0,12500,0,0,0,0,1.832,0,0,0,0,0,0,22900,12500,0,0,0,0,186200,172800,17.23,17.31,0,0,0,0,0,0,1.0775462962963
2018-06-11 09:15:39,<NIL>,SH600637,东方明珠,43262.3858680556,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,17.3,0,0,0,0,12500,10700,0,0,0,12500,0,0,0,0,1.856,0,0,0,0,0,0,23200,12500,0,0,0,0,209400,185300,17.23,17.31,0,0,0,0,0,0,1.13005936319482
2018-06-11 09:15:48,<NIL>,SH600637,东方明珠,43262.3859722222,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,17.3,0,0,0,0,12500,11900,0,0,0,12500,0,0,0,0,1.952,0,0,0,0,0,0,24400,12500,0,0,0,0,233800,197800,17.23,17.31,0,0,0,0,0,0,1.18200202224469
2018-06-11 09:15:54,<NIL>,SH600637,东方明珠,43262.3860416667,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,17.3,0,0,0,0,12500,14600,0,0,0,12500,0,0,0,0,2.168,0,0,0,0,0,0,27100,12500,0,0,0,0,260900,210300,17.23,17.31,0,0,0,0,0,0,1.24060865430338
2018-06-11 09:16:00,<NIL>,SH600637,东方明珠,43262.3861111111,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,17.3,0,0,0,0,12500,14700,0,0,0,12500,0,0,0,0,2.176,0,0,0,0,0,0,27200,12500,0,0,0,0,288100,222800,17.23,17.31,0,0,0,0,0,0,1.29308797127469
